frame_id,video_id,video_name,timestamp
"video0_40000","video0","Exploring the Amazon Rainforest",40000
"video0_41000","video0","Exploring the Amazon Rainforest",41000
"video0_42000","video0","Exploring the Amazon Rainforest",42000
"video0_43000","video0","Exploring the Amazon Rainforest",43000
"video0_44000","video0","Exploring the Amazon Rainforest",44000
"video0_45000","video0","Exploring the Amazon Rainforest",45000
"video0_46000","video0","Exploring the Amazon Rainforest",46000
"video0_47000","video0","Exploring the Amazon Rainforest",47000
"video0_48000","video0","Exploring the Amazon Rainforest",48000
"video0_49000","video0","Exploring the Amazon Rainforest",49000
"video0_50000","video0","Exploring the Amazon Rainforest",50000
"video0_51000","video0","Exploring the Amazon Rainforest",51000
"video0_52000","video0","Exploring the Amazon Rainforest",52000
"video0_53000","video0","Exploring the Amazon Rainforest",53000
"video0_54000","video0","Exploring the Amazon Rainforest",54000
"video0_55000","video0","Exploring the Amazon Rainforest",55000
"video0_56000","video0","Exploring the Amazon Rainforest",56000
"video0_57000","video0","Exploring the Amazon Rainforest",57000
"video0_58000","video0","Exploring the Amazon Rainforest",58000
"video0_59000","video0","Exploring the Amazon Rainforest",59000
"video0_60000","video0","Exploring the Amazon Rainforest",60000
"video0_61000","video0","Exploring the Amazon Rainforest",61000
"video0_62000","video0","Exploring the Amazon Rainforest",62000
"video0_63000","video0","Exploring the Amazon Rainforest",63000
"video0_64000","video0","Exploring the Amazon Rainforest",64000
"video0_65000","video0","Exploring the Amazon Rainforest",65000
"video0_66000","video0","Exploring the Amazon Rainforest",66000
"video0_67000","video0","Exploring the Amazon Rainforest",67000
"video0_68000","video0","Exploring the Amazon Rainforest",68000
"video0_69000","video0","Exploring the Amazon Rainforest",69000
"video0_70000","video0","Exploring the Amazon Rainforest",70000
"video0_71000","video0","Exploring the Amazon Rainforest",71000
"video0_72000","video0","Exploring the Amazon Rainforest",72000
"video0_73000","video0","Exploring the Amazon Rainforest",73000
"video0_74000","video0","Exploring the Amazon Rainforest",74000
"video0_75000","video0","Exploring the Amazon Rainforest",75000
"video0_76000","video0","Exploring the Amazon Rainforest",76000
"video0_77000","video0","Exploring the Amazon Rainforest",77000
"video0_78000","video0","Exploring the Amazon Rainforest",78000
"video0_79000","video0","Exploring the Amazon Rainforest",79000
"video0_80000","video0","Exploring the Amazon Rainforest",80000
"video0_81000","video0","Exploring the Amazon Rainforest",81000
"video0_82000","video0","Exploring the Amazon Rainforest",82000
"video0_83000","video0","Exploring the Amazon Rainforest",83000
"video0_84000","video0","Exploring the Amazon Rainforest",84000
"video0_85000","video0","Exploring the Amazon Rainforest",85000
"video0_86000","video0","Exploring the Amazon Rainforest",86000
"video0_87000","video0","Exploring the Amazon Rainforest",87000
"video0_88000","video0","Exploring the Amazon Rainforest",88000
"video0_89000","video0","Exploring the Amazon Rainforest",89000
"video0_90000","video0","Exploring the Amazon Rainforest",90000
"video0_91000","video0","Exploring the Amazon Rainforest",91000
"video0_92000","video0","Exploring the Amazon Rainforest",92000
"video0_93000","video0","Exploring the Amazon Rainforest",93000
"video0_94000","video0","Exploring the Amazon Rainforest",94000
"video0_95000","video0","Exploring the Amazon Rainforest",95000
"video0_96000","video0","Exploring the Amazon Rainforest",96000
"video0_97000","video0","Exploring the Amazon Rainforest",97000
"video0_98000","video0","Exploring the Amazon Rainforest",98000
"video0_99000","video0","Exploring the Amazon Rainforest",99000
"video0_100000","video0","Exploring the Amazon Rainforest",100000
"video0_101000","video0","Exploring the Amazon Rainforest",101000
"video0_102000","video0","Exploring the Amazon Rainforest",102000
"video0_103000","video0","Exploring the Amazon Rainforest",103000
"video0_104000","video0","Exploring the Amazon Rainforest",104000
"video0_105000","video0","Exploring the Amazon Rainforest",105000
"video0_106000","video0","Exploring the Amazon Rainforest",106000
"video0_107000","video0","Exploring the Amazon Rainforest",107000
"video0_108000","video0","Exploring the Amazon Rainforest",108000
"video0_109000","video0","Exploring the Amazon Rainforest",109000
"video0_110000","video0","Exploring the Amazon Rainforest",110000
"video0_111000","video0","Exploring the Amazon Rainforest",111000
"video0_112000","video0","Exploring the Amazon Rainforest",112000
"video0_113000","video0","Exploring the Amazon Rainforest",113000
"video0_114000","video0","Exploring the Amazon Rainforest",114000
"video0_115000","video0","Exploring the Amazon Rainforest",115000
"video0_116000","video0","Exploring the Amazon Rainforest",116000
"video0_117000","video0","Exploring the Amazon Rainforest",117000
"video0_118000","video0","Exploring the Amazon Rainforest",118000
"video0_119000","video0","Exploring the Amazon Rainforest",119000
"video0_120000","video0","Exploring the Amazon Rainforest",120000
"video0_121000","video0","Exploring the Amazon Rainforest",121000
"video0_122000","video0","Exploring the Amazon Rainforest",122000
"video0_123000","video0","Exploring the Amazon Rainforest",123000
"video0_124000","video0","Exploring the Amazon Rainforest",124000
"video0_125000","video0","Exploring the Amazon Rainforest",125000
"video0_126000","video0","Exploring the Amazon Rainforest",126000
"video0_127000","video0","Exploring the Amazon Rainforest",127000
"video0_128000","video0","Exploring the Amazon Rainforest",128000
"video0_129000","video0","Exploring the Amazon Rainforest",129000
"video0_130000","video0","Exploring the Amazon Rainforest",130000
"video0_131000","video0","Exploring the Amazon Rainforest",131000
"video0_132000","video0","Exploring the Amazon Rainforest",132000
"video0_133000","video0","Exploring the Amazon Rainforest",133000
"video0_134000","video0","Exploring the Amazon Rainforest",134000
"video0_135000","video0","Exploring the Amazon Rainforest",135000
"video0_136000","video0","Exploring the Amazon Rainforest",136000
"video0_137000","video0","Exploring the Amazon Rainforest",137000
"video0_138000","video0","Exploring the Amazon Rainforest",138000
"video0_139000","video0","Exploring the Amazon Rainforest",139000
"video0_140000","video0","Exploring the Amazon Rainforest",140000
"video0_141000","video0","Exploring the Amazon Rainforest",141000
"video0_142000","video0","Exploring the Amazon Rainforest",142000
"video0_143000","video0","Exploring the Amazon Rainforest",143000
"video0_144000","video0","Exploring the Amazon Rainforest",144000
"video0_145000","video0","Exploring the Amazon Rainforest",145000
"video0_146000","video0","Exploring the Amazon Rainforest",146000
"video0_147000","video0","Exploring the Amazon Rainforest",147000
"video0_148000","video0","Exploring the Amazon Rainforest",148000
"video0_149000","video0","Exploring the Amazon Rainforest",149000
"video0_150000","video0","Exploring the Amazon Rainforest",150000
"video0_151000","video0","Exploring the Amazon Rainforest",151000
"video0_152000","video0","Exploring the Amazon Rainforest",152000
"video0_153000","video0","Exploring the Amazon Rainforest",153000
"video0_154000","video0","Exploring the Amazon Rainforest",154000
"video0_155000","video0","Exploring the Amazon Rainforest",155000
"video0_156000","video0","Exploring the Amazon Rainforest",156000
"video0_157000","video0","Exploring the Amazon Rainforest",157000
"video0_158000","video0","Exploring the Amazon Rainforest",158000
"video0_159000","video0","Exploring the Amazon Rainforest",159000
"video0_160000","video0","Exploring the Amazon Rainforest",160000
"video0_161000","video0","Exploring the Amazon Rainforest",161000
"video0_162000","video0","Exploring the Amazon Rainforest",162000
"video0_163000","video0","Exploring the Amazon Rainforest",163000
"video0_164000","video0","Exploring the Amazon Rainforest",164000
"video0_165000","video0","Exploring the Amazon Rainforest",165000
"video0_166000","video0","Exploring the Amazon Rainforest",166000
"video0_167000","video0","Exploring the Amazon Rainforest",167000
"video0_168000","video0","Exploring the Amazon Rainforest",168000
"video0_169000","video0","Exploring the Amazon Rainforest",169000
"video0_170000","video0","Exploring the Amazon Rainforest",170000
"video0_171000","video0","Exploring the Amazon Rainforest",171000
"video0_172000","video0","Exploring the Amazon Rainforest",172000
"video0_173000","video0","Exploring the Amazon Rainforest",173000
"video0_174000","video0","Exploring the Amazon Rainforest",174000
"video0_175000","video0","Exploring the Amazon Rainforest",175000
"video0_176000","video0","Exploring the Amazon Rainforest",176000
"video0_177000","video0","Exploring the Amazon Rainforest",177000
"video0_178000","video0","Exploring the Amazon Rainforest",178000
"video0_179000","video0","Exploring the Amazon Rainforest",179000
"video0_180000","video0","Exploring the Amazon Rainforest",180000
"video0_181000","video0","Exploring the Amazon Rainforest",181000
"video0_182000","video0","Exploring the Amazon Rainforest",182000
"video0_183000","video0","Exploring the Amazon Rainforest",183000
"video0_184000","video0","Exploring the Amazon Rainforest",184000
"video0_185000","video0","Exploring the Amazon Rainforest",185000
"video0_186000","video0","Exploring the Amazon Rainforest",186000
"video0_187000","video0","Exploring the Amazon Rainforest",187000
"video0_188000","video0","Exploring the Amazon Rainforest",188000
"video0_189000","video0","Exploring the Amazon Rainforest",189000
"video0_190000","video0","Exploring the Amazon Rainforest",190000
"video0_191000","video0","Exploring the Amazon Rainforest",191000
"video0_192000","video0","Exploring the Amazon Rainforest",192000
"video0_193000","video0","Exploring the Amazon Rainforest",193000
"video0_194000","video0","Exploring the Amazon Rainforest",194000
"video0_195000","video0","Exploring the Amazon Rainforest",195000
"video0_196000","video0","Exploring the Amazon Rainforest",196000
"video0_197000","video0","Exploring the Amazon Rainforest",197000
"video0_198000","video0","Exploring the Amazon Rainforest",198000
"video0_199000","video0","Exploring the Amazon Rainforest",199000
"video0_200000","video0","Exploring the Amazon Rainforest",200000
"video0_201000","video0","Exploring the Amazon Rainforest",201000
"video0_202000","video0","Exploring the Amazon Rainforest",202000
"video0_203000","video0","Exploring the Amazon Rainforest",203000
"video0_204000","video0","Exploring the Amazon Rainforest",204000
"video0_205000","video0","Exploring the Amazon Rainforest",205000
"video0_206000","video0","Exploring the Amazon Rainforest",206000
"video0_207000","video0","Exploring the Amazon Rainforest",207000
"video0_208000","video0","Exploring the Amazon Rainforest",208000
"video0_209000","video0","Exploring the Amazon Rainforest",209000
"video0_210000","video0","Exploring the Amazon Rainforest",210000
"video0_211000","video0","Exploring the Amazon Rainforest",211000
"video0_212000","video0","Exploring the Amazon Rainforest",212000
"video0_213000","video0","Exploring the Amazon Rainforest",213000
"video0_214000","video0","Exploring the Amazon Rainforest",214000
"video0_215000","video0","Exploring the Amazon Rainforest",215000
"video0_216000","video0","Exploring the Amazon Rainforest",216000
"video0_217000","video0","Exploring the Amazon Rainforest",217000
"video0_218000","video0","Exploring the Amazon Rainforest",218000
"video0_219000","video0","Exploring the Amazon Rainforest",219000
"video0_220000","video0","Exploring the Amazon Rainforest",220000
"video0_221000","video0","Exploring the Amazon Rainforest",221000
"video0_222000","video0","Exploring the Amazon Rainforest",222000
"video0_223000","video0","Exploring the Amazon Rainforest",223000
"video0_224000","video0","Exploring the Amazon Rainforest",224000
"video0_225000","video0","Exploring the Amazon Rainforest",225000
"video0_226000","video0","Exploring the Amazon Rainforest",226000
"video0_227000","video0","Exploring the Amazon Rainforest",227000
"video0_228000","video0","Exploring the Amazon Rainforest",228000
"video0_229000","video0","Exploring the Amazon Rainforest",229000
"video0_230000","video0","Exploring the Amazon Rainforest",230000
"video0_231000","video0","Exploring the Amazon Rainforest",231000
"video0_232000","video0","Exploring the Amazon Rainforest",232000
"video0_233000","video0","Exploring the Amazon Rainforest",233000
"video0_234000","video0","Exploring the Amazon Rainforest",234000
"video0_235000","video0","Exploring the Amazon Rainforest",235000
"video0_236000","video0","Exploring the Amazon Rainforest",236000
"video0_237000","video0","Exploring the Amazon Rainforest",237000
"video0_238000","video0","Exploring the Amazon Rainforest",238000
"video0_239000","video0","Exploring the Amazon Rainforest",239000
"video0_240000","video0","Exploring the Amazon Rainforest",240000
"video0_241000","video0","Exploring the Amazon Rainforest",241000
"video0_242000","video0","Exploring the Amazon Rainforest",242000
"video0_243000","video0","Exploring the Amazon Rainforest",243000
"video0_244000","video0","Exploring the Amazon Rainforest",244000
"video0_245000","video0","Exploring the Amazon Rainforest",245000
"video0_246000","video0","Exploring the Amazon Rainforest",246000
"video0_247000","video0","Exploring the Amazon Rainforest",247000
"video0_248000","video0","Exploring the Amazon Rainforest",248000
"video0_249000","video0","Exploring the Amazon Rainforest",249000
"video0_250000","video0","Exploring the Amazon Rainforest",250000
"video0_251000","video0","Exploring the Amazon Rainforest",251000
"video0_252000","video0","Exploring the Amazon Rainforest",252000
"video0_253000","video0","Exploring the Amazon Rainforest",253000
"video0_254000","video0","Exploring the Amazon Rainforest",254000
"video0_255000","video0","Exploring the Amazon Rainforest",255000
"video0_256000","video0","Exploring the Amazon Rainforest",256000
"video0_257000","video0","Exploring the Amazon Rainforest",257000
"video0_258000","video0","Exploring the Amazon Rainforest",258000
"video0_259000","video0","Exploring the Amazon Rainforest",259000
"video0_260000","video0","Exploring the Amazon Rainforest",260000
"video0_261000","video0","Exploring the Amazon Rainforest",261000
"video0_262000","video0","Exploring the Amazon Rainforest",262000
"video0_263000","video0","Exploring the Amazon Rainforest",263000
"video0_264000","video0","Exploring the Amazon Rainforest",264000
"video0_265000","video0","Exploring the Amazon Rainforest",265000
"video0_266000","video0","Exploring the Amazon Rainforest",266000
"video0_267000","video0","Exploring the Amazon Rainforest",267000
"video0_268000","video0","Exploring the Amazon Rainforest",268000
"video0_269000","video0","Exploring the Amazon Rainforest",269000
"video0_270000","video0","Exploring the Amazon Rainforest",270000
"video0_271000","video0","Exploring the Amazon Rainforest",271000
"video0_272000","video0","Exploring the Amazon Rainforest",272000
"video0_273000","video0","Exploring the Amazon Rainforest",273000
"video0_274000","video0","Exploring the Amazon Rainforest",274000
"video0_275000","video0","Exploring the Amazon Rainforest",275000
"video0_276000","video0","Exploring the Amazon Rainforest",276000
"video0_277000","video0","Exploring the Amazon Rainforest",277000
"video0_278000","video0","Exploring the Amazon Rainforest",278000
"video0_279000","video0","Exploring the Amazon Rainforest",279000
"video0_280000","video0","Exploring the Amazon Rainforest",280000
"video0_281000","video0","Exploring the Amazon Rainforest",281000
"video0_282000","video0","Exploring the Amazon Rainforest",282000
"video0_283000","video0","Exploring the Amazon Rainforest",283000
"video0_284000","video0","Exploring the Amazon Rainforest",284000
"video0_285000","video0","Exploring the Amazon Rainforest",285000
"video0_286000","video0","Exploring the Amazon Rainforest",286000
"video0_287000","video0","Exploring the Amazon Rainforest",287000
"video0_288000","video0","Exploring the Amazon Rainforest",288000
"video0_289000","video0","Exploring the Amazon Rainforest",289000
"video0_290000","video0","Exploring the Amazon Rainforest",290000
"video0_291000","video0","Exploring the Amazon Rainforest",291000
"video0_292000","video0","Exploring the Amazon Rainforest",292000
"video0_293000","video0","Exploring the Amazon Rainforest",293000
"video0_294000","video0","Exploring the Amazon Rainforest",294000
"video0_295000","video0","Exploring the Amazon Rainforest",295000
"video0_296000","video0","Exploring the Amazon Rainforest",296000
"video0_297000","video0","Exploring the Amazon Rainforest",297000
"video0_298000","video0","Exploring the Amazon Rainforest",298000
"video0_299000","video0","Exploring the Amazon Rainforest",299000
"video0_300000","video0","Exploring the Amazon Rainforest",300000
"video0_301000","video0","Exploring the Amazon Rainforest",301000
"video0_302000","video0","Exploring the Amazon Rainforest",302000
"video0_303000","video0","Exploring the Amazon Rainforest",303000
"video0_304000","video0","Exploring the Amazon Rainforest",304000
"video0_305000","video0","Exploring the Amazon Rainforest",305000
"video0_306000","video0","Exploring the Amazon Rainforest",306000
"video0_307000","video0","Exploring the Amazon Rainforest",307000
"video0_308000","video0","Exploring the Amazon Rainforest",308000
"video0_309000","video0","Exploring the Amazon Rainforest",309000
"video0_310000","video0","Exploring the Amazon Rainforest",310000
"video0_311000","video0","Exploring the Amazon Rainforest",311000
"video0_312000","video0","Exploring the Amazon Rainforest",312000
"video0_313000","video0","Exploring the Amazon Rainforest",313000
"video0_314000","video0","Exploring the Amazon Rainforest",314000
"video0_315000","video0","Exploring the Amazon Rainforest",315000
"video0_316000","video0","Exploring the Amazon Rainforest",316000
"video0_317000","video0","Exploring the Amazon Rainforest",317000
"video0_318000","video0","Exploring the Amazon Rainforest",318000
"video0_319000","video0","Exploring the Amazon Rainforest",319000
"video0_320000","video0","Exploring the Amazon Rainforest",320000
"video0_321000","video0","Exploring the Amazon Rainforest",321000
"video0_322000","video0","Exploring the Amazon Rainforest",322000
"video0_323000","video0","Exploring the Amazon Rainforest",323000
"video0_324000","video0","Exploring the Amazon Rainforest",324000
"video0_325000","video0","Exploring the Amazon Rainforest",325000
"video0_326000","video0","Exploring the Amazon Rainforest",326000
"video0_327000","video0","Exploring the Amazon Rainforest",327000
"video0_328000","video0","Exploring the Amazon Rainforest",328000
"video0_329000","video0","Exploring the Amazon Rainforest",329000
"video0_330000","video0","Exploring the Amazon Rainforest",330000
"video0_331000","video0","Exploring the Amazon Rainforest",331000
"video0_332000","video0","Exploring the Amazon Rainforest",332000
"video0_333000","video0","Exploring the Amazon Rainforest",333000
"video0_334000","video0","Exploring the Amazon Rainforest",334000
"video0_335000","video0","Exploring the Amazon Rainforest",335000
"video0_336000","video0","Exploring the Amazon Rainforest",336000
"video0_337000","video0","Exploring the Amazon Rainforest",337000
"video0_338000","video0","Exploring the Amazon Rainforest",338000
"video0_339000","video0","Exploring the Amazon Rainforest",339000
"video0_340000","video0","Exploring the Amazon Rainforest",340000
"video0_341000","video0","Exploring the Amazon Rainforest",341000
"video0_342000","video0","Exploring the Amazon Rainforest",342000
"video0_343000","video0","Exploring the Amazon Rainforest",343000
"video0_344000","video0","Exploring the Amazon Rainforest",344000
"video0_345000","video0","Exploring the Amazon Rainforest",345000
"video0_346000","video0","Exploring the Amazon Rainforest",346000
"video0_347000","video0","Exploring the Amazon Rainforest",347000
"video0_348000","video0","Exploring the Amazon Rainforest",348000
"video0_349000","video0","Exploring the Amazon Rainforest",349000
"video0_350000","video0","Exploring the Amazon Rainforest",350000
"video0_351000","video0","Exploring the Amazon Rainforest",351000
"video0_352000","video0","Exploring the Amazon Rainforest",352000
"video0_353000","video0","Exploring the Amazon Rainforest",353000
"video0_354000","video0","Exploring the Amazon Rainforest",354000
"video0_355000","video0","Exploring the Amazon Rainforest",355000
"video0_356000","video0","Exploring the Amazon Rainforest",356000
"video0_357000","video0","Exploring the Amazon Rainforest",357000
"video0_358000","video0","Exploring the Amazon Rainforest",358000
"video0_359000","video0","Exploring the Amazon Rainforest",359000
"video0_360000","video0","Exploring the Amazon Rainforest",360000
"video0_361000","video0","Exploring the Amazon Rainforest",361000
"video0_362000","video0","Exploring the Amazon Rainforest",362000
"video0_363000","video0","Exploring the Amazon Rainforest",363000
"video0_364000","video0","Exploring the Amazon Rainforest",364000
"video0_365000","video0","Exploring the Amazon Rainforest",365000
"video0_366000","video0","Exploring the Amazon Rainforest",366000
"video0_367000","video0","Exploring the Amazon Rainforest",367000
"video0_368000","video0","Exploring the Amazon Rainforest",368000
"video0_369000","video0","Exploring the Amazon Rainforest",369000
"video0_370000","video0","Exploring the Amazon Rainforest",370000
"video0_371000","video0","Exploring the Amazon Rainforest",371000
"video0_372000","video0","Exploring the Amazon Rainforest",372000
"video0_373000","video0","Exploring the Amazon Rainforest",373000
"video0_374000","video0","Exploring the Amazon Rainforest",374000
"video0_375000","video0","Exploring the Amazon Rainforest",375000
"video0_376000","video0","Exploring the Amazon Rainforest",376000
"video0_377000","video0","Exploring the Amazon Rainforest",377000
"video0_378000","video0","Exploring the Amazon Rainforest",378000
"video0_379000","video0","Exploring the Amazon Rainforest",379000
"video0_380000","video0","Exploring the Amazon Rainforest",380000
"video0_381000","video0","Exploring the Amazon Rainforest",381000
"video0_382000","video0","Exploring the Amazon Rainforest",382000
"video0_383000","video0","Exploring the Amazon Rainforest",383000
"video0_384000","video0","Exploring the Amazon Rainforest",384000
"video0_385000","video0","Exploring the Amazon Rainforest",385000
"video0_386000","video0","Exploring the Amazon Rainforest",386000
"video0_387000","video0","Exploring the Amazon Rainforest",387000
"video0_388000","video0","Exploring the Amazon Rainforest",388000
"video0_389000","video0","Exploring the Amazon Rainforest",389000
"video0_390000","video0","Exploring the Amazon Rainforest",390000
"video0_391000","video0","Exploring the Amazon Rainforest",391000
"video0_392000","video0","Exploring the Amazon Rainforest",392000
"video0_393000","video0","Exploring the Amazon Rainforest",393000
"video0_394000","video0","Exploring the Amazon Rainforest",394000
"video0_395000","video0","Exploring the Amazon Rainforest",395000
"video0_396000","video0","Exploring the Amazon Rainforest",396000
"video0_397000","video0","Exploring the Amazon Rainforest",397000
"video0_398000","video0","Exploring the Amazon Rainforest",398000
"video0_399000","video0","Exploring the Amazon Rainforest",399000
"video0_400000","video0","Exploring the Amazon Rainforest",400000
"video0_401000","video0","Exploring the Amazon Rainforest",401000
"video0_402000","video0","Exploring the Amazon Rainforest",402000
"video0_403000","video0","Exploring the Amazon Rainforest",403000
"video0_404000","video0","Exploring the Amazon Rainforest",404000
"video0_405000","video0","Exploring the Amazon Rainforest",405000
"video0_406000","video0","Exploring the Amazon Rainforest",406000
"video0_407000","video0","Exploring the Amazon Rainforest",407000
"video0_408000","video0","Exploring the Amazon Rainforest",408000
"video0_409000","video0","Exploring the Amazon Rainforest",409000
"video0_410000","video0","Exploring the Amazon Rainforest",410000
"video0_411000","video0","Exploring the Amazon Rainforest",411000
"video0_412000","video0","Exploring the Amazon Rainforest",412000
"video0_413000","video0","Exploring the Amazon Rainforest",413000
"video0_414000","video0","Exploring the Amazon Rainforest",414000
"video0_415000","video0","Exploring the Amazon Rainforest",415000
"video0_416000","video0","Exploring the Amazon Rainforest",416000
"video0_417000","video0","Exploring the Amazon Rainforest",417000
"video0_418000","video0","Exploring the Amazon Rainforest",418000
"video0_419000","video0","Exploring the Amazon Rainforest",419000
"video0_420000","video0","Exploring the Amazon Rainforest",420000
"video0_421000","video0","Exploring the Amazon Rainforest",421000
"video0_422000","video0","Exploring the Amazon Rainforest",422000
"video0_423000","video0","Exploring the Amazon Rainforest",423000
"video0_424000","video0","Exploring the Amazon Rainforest",424000
"video0_425000","video0","Exploring the Amazon Rainforest",425000
"video0_426000","video0","Exploring the Amazon Rainforest",426000
"video0_427000","video0","Exploring the Amazon Rainforest",427000
"video0_428000","video0","Exploring the Amazon Rainforest",428000
"video0_429000","video0","Exploring the Amazon Rainforest",429000
"video0_430000","video0","Exploring the Amazon Rainforest",430000
"video0_431000","video0","Exploring the Amazon Rainforest",431000
"video0_432000","video0","Exploring the Amazon Rainforest",432000
"video0_433000","video0","Exploring the Amazon Rainforest",433000
"video0_434000","video0","Exploring the Amazon Rainforest",434000
"video0_435000","video0","Exploring the Amazon Rainforest",435000
"video0_436000","video0","Exploring the Amazon Rainforest",436000
"video0_437000","video0","Exploring the Amazon Rainforest",437000
"video0_438000","video0","Exploring the Amazon Rainforest",438000
"video0_439000","video0","Exploring the Amazon Rainforest",439000
"video0_440000","video0","Exploring the Amazon Rainforest",440000
"video0_441000","video0","Exploring the Amazon Rainforest",441000
"video0_442000","video0","Exploring the Amazon Rainforest",442000
"video0_443000","video0","Exploring the Amazon Rainforest",443000
"video0_444000","video0","Exploring the Amazon Rainforest",444000
"video0_445000","video0","Exploring the Amazon Rainforest",445000
"video0_446000","video0","Exploring the Amazon Rainforest",446000
"video0_447000","video0","Exploring the Amazon Rainforest",447000
"video0_448000","video0","Exploring the Amazon Rainforest",448000
"video0_449000","video0","Exploring the Amazon Rainforest",449000
"video0_450000","video0","Exploring the Amazon Rainforest",450000
"video0_451000","video0","Exploring the Amazon Rainforest",451000
"video0_452000","video0","Exploring the Amazon Rainforest",452000
"video0_453000","video0","Exploring the Amazon Rainforest",453000
"video0_454000","video0","Exploring the Amazon Rainforest",454000
"video0_455000","video0","Exploring the Amazon Rainforest",455000
"video0_456000","video0","Exploring the Amazon Rainforest",456000
"video0_457000","video0","Exploring the Amazon Rainforest",457000
"video0_458000","video0","Exploring the Amazon Rainforest",458000
"video0_459000","video0","Exploring the Amazon Rainforest",459000
"video0_460000","video0","Exploring the Amazon Rainforest",460000
"video0_461000","video0","Exploring the Amazon Rainforest",461000
"video0_462000","video0","Exploring the Amazon Rainforest",462000
"video0_463000","video0","Exploring the Amazon Rainforest",463000
"video0_464000","video0","Exploring the Amazon Rainforest",464000
"video0_465000","video0","Exploring the Amazon Rainforest",465000
"video0_466000","video0","Exploring the Amazon Rainforest",466000
"video0_467000","video0","Exploring the Amazon Rainforest",467000
"video0_468000","video0","Exploring the Amazon Rainforest",468000
"video0_469000","video0","Exploring the Amazon Rainforest",469000
"video0_470000","video0","Exploring the Amazon Rainforest",470000
"video0_471000","video0","Exploring the Amazon Rainforest",471000
"video0_472000","video0","Exploring the Amazon Rainforest",472000
"video0_473000","video0","Exploring the Amazon Rainforest",473000
"video0_474000","video0","Exploring the Amazon Rainforest",474000
"video0_475000","video0","Exploring the Amazon Rainforest",475000
"video0_476000","video0","Exploring the Amazon Rainforest",476000
"video0_477000","video0","Exploring the Amazon Rainforest",477000
"video0_478000","video0","Exploring the Amazon Rainforest",478000
"video0_479000","video0","Exploring the Amazon Rainforest",479000
"video0_480000","video0","Exploring the Amazon Rainforest",480000
"video0_481000","video0","Exploring the Amazon Rainforest",481000
"video0_482000","video0","Exploring the Amazon Rainforest",482000
"video0_483000","video0","Exploring the Amazon Rainforest",483000
"video0_484000","video0","Exploring the Amazon Rainforest",484000
"video0_485000","video0","Exploring the Amazon Rainforest",485000
"video0_486000","video0","Exploring the Amazon Rainforest",486000
"video0_487000","video0","Exploring the Amazon Rainforest",487000
"video0_488000","video0","Exploring the Amazon Rainforest",488000
"video0_489000","video0","Exploring the Amazon Rainforest",489000
"video0_490000","video0","Exploring the Amazon Rainforest",490000
"video0_491000","video0","Exploring the Amazon Rainforest",491000
"video0_492000","video0","Exploring the Amazon Rainforest",492000
"video0_493000","video0","Exploring the Amazon Rainforest",493000
"video0_494000","video0","Exploring the Amazon Rainforest",494000
"video0_495000","video0","Exploring the Amazon Rainforest",495000
"video0_496000","video0","Exploring the Amazon Rainforest",496000
"video0_497000","video0","Exploring the Amazon Rainforest",497000
